Trial,nBack,Degradation,Image,RT,Accuracy,Race,Gender
1,2,0,CFD-WF-028-023-N.jpg,NaN,1,White,Female
1,2,0,CFD-AF-212-097-N.jpg,NaN,1,Asian,Female
1,2,0,CFD-AF-223-183-N.jpg,NaN,1,Asian,Female
1,2,0,CFD-AM-217-085-N.jpg,NaN,1,Asian,Male
1,2,0,CFD-AF-223-183-N.jpg,0.585121384996455,1,Asian,Female
1,2,0,CFD-AF-223-183-N.jpg,0.705281839997042,0,Asian,Female
1,2,0,CFD-AM-217-085-N.jpg,0.793182235000131,0,Asian,Male
1,2,0,CFD-LM-209-111-N.jpg,NaN,1,Latino,Male
1,2,0,CFD-LM-237-264-N.jpg,NaN,1,Latino,Male
1,2,0,CFD-LM-207-004-N.jpg,0.605295458997716,0,Latino,Male
2,2,0,CFD-LM-247-095-N.jpg,NaN,1,Latino,Male
2,2,0,CFD-AM-225-102-N.jpg,NaN,1,Asian,Male
2,2,0,CFD-LM-247-095-N.jpg,0.63768141699984,1,Latino,Male
2,2,0,CFD-LM-223-175-N.jpg,NaN,1,Latino,Male
2,2,0,CFD-AM-223-138-N.jpg,NaN,1,Asian,Male
2,2,0,CFD-BF-242-154-N.jpg,NaN,1,Black,Female
2,2,0,CFD-LF-242-121-N.jpg,NaN,1,Latino,Female
2,2,0,CFD-BF-242-154-N.jpg,0.685555543001101,1,Black,Female
2,2,0,CFD-BF-242-154-N.jpg,NaN,1,Black,Female
2,2,0,CFD-WF-008-002-N.jpg,NaN,1,White,Female
3,2,0,CFD-BM-241-235-N.jpg,NaN,1,Black,Male
3,2,0,CFD-BM-222-173-N.jpg,0.442188893001003,0,Black,Male
3,2,0,CFD-BM-225-154-N.jpg,NaN,1,Black,Male
3,2,0,CFD-BF-219-137-N.jpg,0.653647063001699,0,Black,Female
3,2,0,CFD-BM-225-154-N.jpg,0.876762343999872,1,Black,Male
3,2,0,CFD-LF-201-035-N.jpg,NaN,1,Latino,Female
3,2,0,CFD-BF-219-137-N.jpg,0.490728322001814,0,Black,Female
3,2,0,CFD-BF-219-137-N.jpg,0.729661217999819,0,Black,Female
3,2,0,CFD-WM-248-036-N.jpg,NaN,1,White,Male
3,2,0,CFD-WF-022-017-N.jpg,NaN,1,White,Female
4,2,0,CFD-WF-025-019-N.jpg,NaN,1,White,Female
4,2,0,CFD-LF-211-003-N.jpg,NaN,1,Latino,Female
4,2,0,CFD-BF-236-177-N.jpg,NaN,1,Black,Female
4,2,0,CFD-LF-211-003-N.jpg,0.524300621000293,1,Latino,Female
4,2,0,CFD-BF-236-177-N.jpg,0.589015700003074,1,Black,Female
4,2,0,CFD-WM-025-002-N.jpg,NaN,1,White,Male
4,2,0,CFD-BF-236-177-N.jpg,0.637167982000392,1,Black,Female
4,2,0,CFD-WF-212-050-N.jpg,NaN,1,White,Female
4,2,0,CFD-LF-215-157-N.jpg,NaN,1,Latino,Female
4,2,0,CFD-LF-240-199-N.jpg,0.60565093200421,0,Latino,Female
5,2,0,CFD-BM-235-226-N.jpg,NaN,1,Black,Male
5,2,0,CFD-AM-240-191-N.jpg,NaN,1,Asian,Male
5,2,0,CFD-WF-203-229-N.jpg,NaN,1,White,Female
5,2,0,CFD-AM-240-191-N.jpg,0.631012365003699,1,Asian,Male
5,2,0,CFD-AM-227-184-N.jpg,NaN,1,Asian,Male
5,2,0,CFD-WF-203-229-N.jpg,NaN,1,White,Female
5,2,0,CFD-AM-238-269-N.jpg,0.653428382996935,0,Asian,Male
5,2,0,CFD-AM-217-085-N.jpg,NaN,1,Asian,Male
5,2,0,CFD-AM-238-269-N.jpg,0.904773467998893,1,Asian,Male
5,2,0,CFD-WM-248-036-N.jpg,NaN,1,White,Male
6,2,0,CFD-BM-219-141-N.jpg,NaN,1,Black,Male
6,2,0,CFD-AM-224-126-N.jpg,NaN,1,Asian,Male
6,2,0,CFD-WM-012-001-N.jpg,NaN,1,White,Male
6,2,0,CFD-AM-224-126-N.jpg,0.740477945000748,1,Asian,Male
6,2,0,CFD-WM-233-106-N.jpg,NaN,1,White,Male
6,2,0,CFD-WM-012-001-N.jpg,NaN,1,White,Male
6,2,0,CFD-WM-233-106-N.jpg,NaN,0,White,Male
6,2,0,CFD-BM-222-173-N.jpg,NaN,1,Black,Male
6,2,0,CFD-AF-248-148-N.jpg,NaN,1,Asian,Female
6,2,0,CFD-BF-201-080-N.jpg,NaN,1,Black,Female
7,2,0,CFD-LF-237-190-N.jpg,NaN,1,Latino,Female
7,2,0,CFD-LM-233-171-N.jpg,NaN,1,Latino,Male
7,2,0,CFD-LF-237-190-N.jpg,0.649850982001226,1,Latino,Female
7,2,0,CFD-LM-233-171-N.jpg,0.857414019999851,1,Latino,Male
7,2,0,CFD-AM-237-154-N.jpg,NaN,1,Asian,Male
7,2,0,CFD-AF-250-200-N.jpg,NaN,1,Asian,Female
7,2,0,CFD-AM-237-154-N.jpg,0.829325443999551,1,Asian,Male
7,2,0,CFD-BF-215-177-N.jpg,NaN,1,Black,Female
7,2,0,CFD-BF-223-250-N.jpg,NaN,1,Black,Female
7,2,0,CFD-BM-215-155-N.jpg,NaN,1,Black,Male
8,2,0,CFD-WF-021-002-N.jpg,NaN,1,White,Female
8,2,0,CFD-AF-218-157-N.jpg,NaN,1,Asian,Female
8,2,0,CFD-WM-022-001-N.jpg,NaN,1,White,Male
8,2,0,CFD-LM-238-129-N.jpg,NaN,1,Latino,Male
8,2,0,CFD-WM-022-001-N.jpg,NaN,0,White,Male
8,2,0,CFD-LM-238-129-N.jpg,0.794854794999992,1,Latino,Male
8,2,0,CFD-BM-239-136-N.jpg,NaN,1,Black,Male
8,2,0,CFD-LF-225-164-N.jpg,0.67155783000635,0,Latino,Female
8,2,0,CFD-BM-239-136-N.jpg,NaN,0,Black,Male
8,2,0,CFD-AM-241-287-N.jpg,NaN,1,Asian,Male
9,2,0,CFD-LF-207-198-N.jpg,NaN,1,Latino,Female
9,2,0,CFD-AM-241-287-N.jpg,NaN,1,Asian,Male
9,2,0,CFD-LF-207-198-N.jpg,NaN,0,Latino,Female
9,2,0,CFD-BM-241-235-N.jpg,NaN,1,Black,Male
9,2,0,CFD-LF-242-121-N.jpg,NaN,1,Latino,Female
9,2,0,CFD-LM-219-295-N.jpg,NaN,1,Latino,Male
9,2,0,CFD-BM-204-003-N.jpg,NaN,1,Black,Male
9,2,0,CFD-LM-219-295-N.jpg,0.828438345997711,1,Latino,Male
9,2,0,CFD-BM-204-003-N.jpg,NaN,0,Black,Male
9,2,0,CFD-BF-241-222-N.jpg,NaN,1,Black,Female
10,2,0,CFD-WM-018-002-N.jpg,NaN,1,White,Male
10,2,0,CFD-WF-018-017-N.jpg,NaN,1,White,Female
10,2,0,CFD-WM-018-002-N.jpg,0.4601268539991,1,White,Male
10,2,0,CFD-AF-244-168-N.jpg,NaN,1,Asian,Female
10,2,0,CFD-BF-203-184-N.jpg,NaN,1,Black,Female
10,2,0,CFD-BF-230-189-N.jpg,NaN,1,Black,Female
10,2,0,CFD-BF-203-184-N.jpg,NaN,0,Black,Female
10,2,0,CFD-BF-203-184-N.jpg,NaN,1,Black,Female
10,2,0,CFD-LM-219-295-N.jpg,NaN,1,Latino,Male
10,2,0,CFD-AM-205-153-N.jpg,NaN,1,Asian,Male
11,2,0,CFD-BM-243-218-N.jpg,NaN,1,Black,Male
11,2,0,CFD-WF-012-002-N.jpg,NaN,1,White,Female
11,2,0,CFD-BM-243-218-N.jpg,0.627244169998448,1,Black,Male
11,2,0,CFD-BM-243-218-N.jpg,NaN,1,Black,Male
11,2,0,CFD-LM-233-171-N.jpg,NaN,1,Latino,Male
11,2,0,CFD-WM-011-002-N.jpg,NaN,1,White,Male
11,2,0,CFD-WM-003-002-N.jpg,NaN,1,White,Male
11,2,0,CFD-WM-011-002-N.jpg,0.680414146001567,1,White,Male
11,2,0,CFD-BF-229-179-N.jpg,NaN,1,Black,Female
11,2,0,CFD-LM-225-130-N.jpg,NaN,1,Latino,Male
12,2,0,CFD-LF-200-058-N.jpg,NaN,1,Latino,Female
12,2,0,CFD-BM-238-242-N.jpg,NaN,1,Black,Male
12,2,0,CFD-WM-012-001-N.jpg,NaN,1,White,Male
12,2,0,CFD-BM-238-242-N.jpg,NaN,0,Black,Male
12,2,0,CFD-BM-238-242-N.jpg,NaN,1,Black,Male
12,2,0,CFD-LF-237-190-N.jpg,NaN,1,Latino,Female
12,2,0,CFD-WM-012-001-N.jpg,0.696580263997021,0,White,Male
12,2,0,CFD-LF-239-148-N.jpg,NaN,1,Latino,Female
12,2,0,CFD-WF-206-147-N.jpg,NaN,1,White,Female
12,2,0,CFD-WF-018-017-N.jpg,0.561768117004249,0,White,Female
13,2,1,CFD-WM-006-002-N_degraded.jpg,NaN,1,White,Male
13,2,1,CFD-AF-218-157-N_degraded.jpg,NaN,1,Asian,Female
13,2,1,CFD-WM-006-002-N_degraded.jpg,NaN,0,White,Male
13,2,1,CFD-BM-241-235-N_degraded.jpg,NaN,1,Black,Male
13,2,1,CFD-AM-216-114-N_degraded.jpg,NaN,1,Asian,Male
13,2,1,CFD-BM-241-235-N_degraded.jpg,0.366529775004892,1,Black,Male
13,2,1,CFD-AM-216-114-N_degraded.jpg,NaN,0,Asian,Male
13,2,1,CFD-WM-232-070-N_degraded.jpg,NaN,1,White,Male
13,2,1,CFD-LM-231-214-N_degraded.jpg,NaN,1,Latino,Male
13,2,1,CFD-BM-243-218-N_degraded.jpg,NaN,1,Black,Male
14,2,1,CFD-AF-223-183-N_degraded.jpg,NaN,1,Asian,Female
14,2,1,CFD-AF-234-208-N_degraded.jpg,NaN,1,Asian,Female
14,2,1,CFD-AF-223-183-N_degraded.jpg,0.575552244001301,1,Asian,Female
14,2,1,CFD-LF-206-078-N_degraded.jpg,NaN,1,Latino,Female
14,2,1,CFD-AF-243-170-N_degraded.jpg,NaN,1,Asian,Female
14,2,1,CFD-LF-206-078-N_degraded.jpg,0.808403095994436,1,Latino,Female
14,2,1,CFD-LF-206-078-N_degraded.jpg,NaN,1,Latino,Female
14,2,1,CFD-WF-024-003-N_degraded.jpg,NaN,1,White,Female
14,2,1,CFD-WF-023-003-N_degraded.jpg,NaN,1,White,Female
14,2,1,CFD-LM-233-171-N_degraded.jpg,NaN,1,Latino,Male
15,2,1,CFD-WM-239-128-N_degraded.jpg,NaN,1,White,Male
15,2,1,CFD-LM-210-156-N_degraded.jpg,NaN,1,Latino,Male
15,2,1,CFD-WM-239-128-N_degraded.jpg,0.52140958399832,1,White,Male
15,2,1,CFD-LM-210-156-N_degraded.jpg,0.584865299999365,1,Latino,Male
15,2,1,CFD-WM-239-128-N_degraded.jpg,NaN,0,White,Male
15,2,1,CFD-WF-019-005-N_degraded.jpg,NaN,1,White,Female
