Trial,nBack,Degradation,Image,RT,Accuracy,Race,Gender
1,2,1,CFD-WF-018-017-N_degraded.jpg,NaN,1,White,Female
1,2,1,CFD-LM-209-111-N_degraded.jpg,NaN,1,Latino,Male
1,2,1,CFD-BM-045-004-N_degraded.jpg,NaN,1,Black,Male
1,2,1,CFD-WF-021-002-N_degraded.jpg,NaN,1,White,Female
1,2,1,CFD-LF-209-072-N_degraded.jpg,NaN,1,Latino,Female
1,2,1,CFD-WF-021-002-N_degraded.jpg,NaN,0,White,Female
1,2,1,CFD-LF-209-072-N_degraded.jpg,0.640524272999983,1,Latino,Female
1,2,1,CFD-BF-235-168-N_degraded.jpg,NaN,1,Black,Female
1,2,1,CFD-LF-209-072-N_degraded.jpg,0.530466899999965,1,Latino,Female
1,2,1,CFD-WM-021-001-N_degraded.jpg,NaN,1,White,Male
2,2,0,CFD-LF-231-260-N.jpg,NaN,1,Latino,Female
2,2,0,CFD-AM-232-251-N.jpg,NaN,1,Asian,Male
2,2,0,CFD-BF-217-189-N.jpg,NaN,1,Black,Female
2,2,0,CFD-AM-232-251-N.jpg,NaN,0,Asian,Male
2,2,0,CFD-AM-232-251-N.jpg,0.950094649999983,0,Asian,Male
2,2,0,CFD-AM-232-251-N.jpg,0.622488459000124,1,Asian,Male
2,2,0,CFD-BM-234-172-N.jpg,NaN,1,Black,Male
2,2,0,CFD-AM-240-191-N.jpg,NaN,1,Asian,Male
2,2,0,CFD-WF-031-027-N.jpg,NaN,1,White,Female
2,2,0,CFD-AM-226-234-N.jpg,NaN,1,Asian,Male
3,1,1,CFD-BM-212-117-N_degraded.jpg,NaN,1,Black,Male
3,1,1,CFD-LF-233-277-N_degraded.jpg,NaN,1,Latino,Female
3,1,1,CFD-BF-203-184-N_degraded.jpg,0.69129590600005,0,Black,Female
3,1,1,CFD-BF-203-184-N_degraded.jpg,0.906958831999873,1,Black,Female
3,1,1,CFD-BF-203-184-N_degraded.jpg,0.442332509999915,1,Black,Female
3,1,1,CFD-BF-203-184-N_degraded.jpg,0.435168554000029,1,Black,Female
3,1,1,CFD-LF-235-219-N_degraded.jpg,NaN,1,Latino,Female
3,1,1,CFD-LM-231-214-N_degraded.jpg,NaN,1,Latino,Male
3,1,1,CFD-AM-236-090-N_degraded.jpg,NaN,1,Asian,Male
3,1,1,CFD-AF-250-200-N_degraded.jpg,NaN,1,Asian,Female
4,1,0,CFD-LF-202-065-N.jpg,NaN,1,Latino,Female
4,1,0,CFD-AF-239-171-N.jpg,NaN,1,Asian,Female
4,1,0,CFD-BF-203-184-N.jpg,NaN,1,Black,Female
4,1,0,CFD-BF-203-184-N.jpg,0.588326198000232,1,Black,Female
4,1,0,CFD-WF-017-003-N.jpg,NaN,1,White,Female
4,1,0,CFD-WF-017-003-N.jpg,0.523756955999943,1,White,Female
4,1,0,CFD-WF-017-003-N.jpg,NaN,0,White,Female
4,1,0,CFD-AF-218-157-N.jpg,NaN,1,Asian,Female
4,1,0,CFD-WM-018-002-N.jpg,NaN,1,White,Male
4,1,0,CFD-LM-236-163-N.jpg,NaN,1,Latino,Male
5,0,1,CFD-BM-241-235-N_degraded.jpg,NaN,1,Black,Male
5,0,1,CFD-LM-210-156-N_degraded.jpg,NaN,1,Latino,Male
5,0,1,CFD-LM-236-163-N_degraded.jpg,NaN,1,Latino,Male
5,0,1,CFD-LM-222-239-N_degraded.jpg,0.578492878999896,1,Latino,Male
5,0,1,CFD-LM-230-202-N_degraded.jpg,NaN,1,Latino,Male
5,0,1,CFD-AF-247-278-N_degraded.jpg,NaN,1,Asian,Female
5,0,1,CFD-WF-007-001-N_degraded.jpg,NaN,1,White,Female
5,0,1,CFD-AM-206-086-N_degraded.jpg,NaN,1,Asian,Male
5,0,1,CFD-LM-222-239-N_degraded.jpg,NaN,0,Latino,Male
5,0,1,CFD-LM-222-239-N_degraded.jpg,0.542014884999844,1,Latino,Male
6,0,0,CFD-LF-239-148-N.jpg,0.438740170000074,1,Latino,Female
6,0,0,CFD-LF-239-148-N.jpg,0.391133826999976,1,Latino,Female
6,0,0,CFD-WF-212-050-N.jpg,NaN,1,White,Female
6,0,0,CFD-WF-207-014-N.jpg,NaN,1,White,Female
6,0,0,CFD-AM-242-176-N.jpg,NaN,1,Asian,Male
6,0,0,CFD-LF-241-188-N.jpg,NaN,1,Latino,Female
6,0,0,CFD-AM-221-184-N.jpg,NaN,1,Asian,Male
6,0,0,CFD-LF-239-148-N.jpg,0.923206864999884,1,Latino,Female
6,0,0,CFD-LF-225-164-N.jpg,NaN,1,Latino,Female
6,0,0,CFD-WF-019-005-N.jpg,NaN,1,White,Female
