Trial,nBack,Degradation,Image,RT,Accuracy,Race,Gender,SubRace,SubGender
1,1,1,CFD-LM-220-329-N_degraded.jpg,NaN,1,Latino,Male,Asian,Female
1,1,1,CFD-LM-220-329-N_degraded.jpg,0.599582693001139,1,Latino,Male,Asian,Female
1,1,1,CFD-LM-220-329-N_degraded.jpg,0.703811906991177,1,Latino,Male,Asian,Female
1,1,1,CFD-BM-237-188-N_degraded.jpg,NaN,1,Black,Male,Asian,Female
1,1,1,CFD-LF-243-175-N_degraded.jpg,NaN,1,Latino,Female,Asian,Female
1,1,1,CFD-AM-242-176-N_degraded.jpg,NaN,1,Asian,Male,Asian,Female
1,1,1,CFD-AM-220-134-N_degraded.jpg,NaN,1,Asian,Male,Asian,Female
1,1,1,CFD-WF-027-003-N_degraded.jpg,NaN,1,White,Female,Asian,Female
1,1,1,CFD-WF-002-004-N_degraded.jpg,NaN,1,White,Female,Asian,Female
1,1,1,CFD-WF-002-004-N_degraded.jpg,0.56808541600185,1,White,Female,Asian,Female
2,1,1,CFD-AF-244-168-N_degraded.jpg,NaN,1,Asian,Female,Asian,Female
2,1,1,CFD-BM-241-235-N_degraded.jpg,NaN,1,Black,Male,Asian,Female
2,1,1,CFD-BM-241-235-N_degraded.jpg,0.665420649005682,1,Black,Male,Asian,Female
2,1,1,CFD-AM-227-184-N_degraded.jpg,NaN,1,Asian,Male,Asian,Female
2,1,1,CFD-AM-227-184-N_degraded.jpg,0.581539636987145,1,Asian,Male,Asian,Female
2,1,1,CFD-WM-006-002-N_degraded.jpg,NaN,1,White,Male,Asian,Female
2,1,1,CFD-WM-257-161-N_degraded.jpg,NaN,1,White,Male,Asian,Female
2,1,1,CFD-AF-223-183-N_degraded.jpg,NaN,1,Asian,Female,Asian,Female
2,1,1,CFD-AF-223-183-N_degraded.jpg,0.568829897994874,1,Asian,Female,Asian,Female
2,1,1,CFD-LF-217-082-N_degraded.jpg,NaN,1,Latino,Female,Asian,Female
3,1,1,CFD-BF-233-116-N_degraded.jpg,NaN,1,Black,Female,Asian,Female
3,1,1,CFD-BF-233-116-N_degraded.jpg,0.640826059010578,1,Black,Female,Asian,Female
3,1,1,CFD-AM-233-236-N_degraded.jpg,NaN,1,Asian,Male,Asian,Female
3,1,1,CFD-LF-202-065-N_degraded.jpg,NaN,1,Latino,Female,Asian,Female
3,1,1,CFD-LF-202-065-N_degraded.jpg,0.555883888999233,1,Latino,Female,Asian,Female
3,1,1,CFD-WM-012-001-N_degraded.jpg,NaN,1,White,Male,Asian,Female
3,1,1,CFD-WM-012-001-N_degraded.jpg,0.700587087994791,1,White,Male,Asian,Female
3,1,1,CFD-LF-243-175-N_degraded.jpg,NaN,1,Latino,Female,Asian,Female
3,1,1,CFD-AF-245-143-N_degraded.jpg,NaN,1,Asian,Female,Asian,Female
3,1,1,CFD-BM-201-077-N_degraded.jpg,NaN,1,Black,Male,Asian,Female
4,1,1,CFD-WM-257-161-N_degraded.jpg,NaN,1,White,Male,Asian,Female
4,1,1,CFD-WF-024-003-N_degraded.jpg,NaN,1,White,Female,Asian,Female
4,1,1,CFD-BM-239-136-N_degraded.jpg,NaN,1,Black,Male,Asian,Female
4,1,1,CFD-WM-006-002-N_degraded.jpg,NaN,1,White,Male,Asian,Female
4,1,1,CFD-AM-205-153-N_degraded.jpg,NaN,1,Asian,Male,Asian,Female
4,1,1,CFD-BM-201-077-N_degraded.jpg,NaN,1,Black,Male,Asian,Female
4,1,1,CFD-BM-201-077-N_degraded.jpg,0.424358413001755,1,Black,Male,Asian,Female
4,1,1,CFD-BM-201-077-N_degraded.jpg,0.65671876000124,1,Black,Male,Asian,Female
4,1,1,CFD-WM-018-002-N_degraded.jpg,NaN,1,White,Male,Asian,Female
4,1,1,CFD-WM-018-002-N_degraded.jpg,0.568828476010822,1,White,Male,Asian,Female
5,1,1,CFD-BF-234-167-N_degraded.jpg,NaN,1,Black,Female,Asian,Female
5,1,1,CFD-WM-026-001-N_degraded.jpg,NaN,1,White,Male,Asian,Female
5,1,1,CFD-AF-253-130-N_degraded.jpg,NaN,1,Asian,Female,Asian,Female
5,1,1,CFD-AF-253-130-N_degraded.jpg,0.483095399002195,1,Asian,Female,Asian,Female
5,1,1,CFD-LM-238-129-N_degraded.jpg,NaN,1,Latino,Male,Asian,Female
5,1,1,CFD-LM-208-110-N_degraded.jpg,NaN,1,Latino,Male,Asian,Female
5,1,1,CFD-WF-028-023-N_degraded.jpg,NaN,1,White,Female,Asian,Female
5,1,1,CFD-WF-028-023-N_degraded.jpg,0.468073847005144,1,White,Female,Asian,Female
5,1,1,CFD-WF-028-023-N_degraded.jpg,0.659607547990163,1,White,Female,Asian,Female
5,1,1,CFD-BM-204-003-N_degraded.jpg,NaN,1,Black,Male,Asian,Female
6,1,1,CFD-LF-218-072-N_degraded.jpg,NaN,1,Latino,Female,Asian,Female
6,1,1,CFD-WM-240-125-N_degraded.jpg,NaN,1,White,Male,Asian,Female
6,1,1,CFD-LF-216-121-N_degraded.jpg,NaN,1,Latino,Female,Asian,Female
6,1,1,CFD-LF-216-121-N_degraded.jpg,0.482729126990307,1,Latino,Female,Asian,Female
6,1,1,CFD-LF-216-121-N_degraded.jpg,0.634341173994471,1,Latino,Female,Asian,Female
6,1,1,CFD-BF-228-212-N_degraded.jpg,NaN,1,Black,Female,Asian,Female
6,1,1,CFD-LF-240-199-N_degraded.jpg,NaN,1,Latino,Female,Asian,Female
6,1,1,CFD-LF-240-199-N_degraded.jpg,0.655595351010561,1,Latino,Female,Asian,Female
6,1,1,CFD-BF-239-180-N_degraded.jpg,NaN,1,Black,Female,Asian,Female
6,1,1,CFD-LM-246-087-N_degraded.jpg,NaN,1,Latino,Male,Asian,Female
7,1,1,CFD-WM-239-128-N_degraded.jpg,NaN,1,White,Male,Asian,Female
7,1,1,CFD-BF-228-212-N_degraded.jpg,NaN,1,Black,Female,Asian,Female
7,1,1,CFD-WF-200-099-N_degraded.jpg,NaN,1,White,Female,Asian,Female
7,1,1,CFD-WF-200-099-N_degraded.jpg,0.42494491499383,1,White,Female,Asian,Female
7,1,1,CFD-WF-200-099-N_degraded.jpg,0.529051131001324,1,White,Female,Asian,Female
7,1,1,CFD-LM-241-125-N_degraded.jpg,NaN,1,Latino,Male,Asian,Female
7,1,1,CFD-WM-031-003-N_degraded.jpg,NaN,1,White,Male,Asian,Female
7,1,1,CFD-WM-031-003-N_degraded.jpg,0.521578425992629,1,White,Male,Asian,Female
7,1,1,CFD-AF-219-106-N_degraded.jpg,NaN,1,Asian,Female,Asian,Female
