Trial,nBack,Degradation,Image,RT,Accuracy,Race,Gender
1,2,0,CFD-WF-003-003-N.jpg,NaN,1,White,Female
1,2,0,CFD-WF-001-003-N.jpg,NaN,1,White,Female
1,2,0,CFD-WF-003-003-N.jpg,0.57534429601219,1,White,Female
1,2,0,CFD-BM-046-006-N.jpg,NaN,1,Black,Male
1,2,0,CFD-LF-222-147-N.jpg,NaN,1,Latino,Female
1,2,0,CFD-AF-236-145-N.jpg,NaN,1,Asian,Female
1,2,0,CFD-LF-222-147-N.jpg,0.464374186005443,1,Latino,Female
1,2,0,CFD-AF-228-173-N.jpg,0.464004274996114,0,Asian,Female
1,2,0,CFD-LF-222-147-N.jpg,NaN,0,Latino,Female
1,2,0,CFD-LF-207-198-N.jpg,NaN,1,Latino,Female
2,2,0,CFD-LF-224-176-N.jpg,NaN,1,Latino,Female
2,2,0,CFD-BM-234-172-N.jpg,NaN,1,Black,Male
2,2,0,CFD-LF-224-176-N.jpg,0.566482714013546,1,Latino,Female
2,2,0,CFD-AF-211-066-N.jpg,NaN,1,Asian,Female
2,2,0,CFD-BF-231-202-N.jpg,NaN,1,Black,Female
2,2,0,CFD-AF-211-066-N.jpg,0.737937921003322,1,Asian,Female
2,2,0,CFD-BF-231-202-N.jpg,0.465981252986239,1,Black,Female
2,2,0,CFD-AM-214-168-N.jpg,NaN,1,Asian,Male
2,2,0,CFD-WF-014-002-N.jpg,NaN,1,White,Female
2,2,0,CFD-BF-220-161-N.jpg,NaN,1,Black,Female
3,2,0,CFD-BF-204-189-N.jpg,NaN,1,Black,Female
3,2,0,CFD-LM-212-143-N.jpg,NaN,1,Latino,Male
3,2,0,CFD-BF-204-189-N.jpg,0.559083714993903,1,Black,Female
3,2,0,CFD-LM-224-162-N.jpg,NaN,1,Latino,Male
3,2,0,CFD-LM-246-087-N.jpg,NaN,1,Latino,Male
3,2,0,CFD-BM-226-276-N.jpg,NaN,1,Black,Male
3,2,0,CFD-AF-238-185-N.jpg,NaN,1,Asian,Female
3,2,0,CFD-BM-226-276-N.jpg,0.640164212003583,1,Black,Male
3,2,0,CFD-BM-226-276-N.jpg,NaN,1,Black,Male
3,2,0,CFD-AM-239-147-N.jpg,NaN,1,Asian,Male
4,2,0,CFD-LF-213-079-N.jpg,NaN,1,Latino,Female
4,2,0,CFD-WM-255-219-N.jpg,NaN,1,White,Male
4,2,0,CFD-AF-236-145-N.jpg,0.608206944001722,0,Asian,Female
4,2,0,CFD-BM-224-073-N.jpg,NaN,1,Black,Male
4,2,0,CFD-AF-246-242-N.jpg,NaN,1,Asian,Female
4,2,0,CFD-BM-224-073-N.jpg,NaN,0,Black,Male
4,2,0,CFD-AF-246-242-N.jpg,0.629582983005093,1,Asian,Female
4,2,0,CFD-WM-034-030-N.jpg,NaN,1,White,Male
4,2,0,CFD-AF-246-242-N.jpg,NaN,0,Asian,Female
4,2,0,CFD-AF-201-060-N.jpg,NaN,1,Asian,Female
5,2,0,CFD-AF-239-171-N.jpg,NaN,1,Asian,Female
5,2,0,CFD-BM-208-065-N.jpg,NaN,1,Black,Male
5,2,0,CFD-AF-239-171-N.jpg,0.64350822698907,1,Asian,Female
