Trial,nBack,Degradation,Image,RT,Accuracy,Race,Gender,SubRace,SubGender
1,0,0,CFD-WM-026-001-N.jpg,0.480500905978261,1,White,Male,Asian,Male
1,0,0,CFD-LF-223-064-N.jpg,NaN,1,Latino,Female,Asian,Male
1,0,0,CFD-AF-211-066-N.jpg,NaN,1,Asian,Female,Asian,Male
1,0,0,CFD-WM-026-001-N.jpg,0.497528971987776,1,White,Male,Asian,Male
1,0,0,CFD-WM-026-001-N.jpg,0.504872541991062,1,White,Male,Asian,Male
1,0,0,CFD-AM-203-086-N.jpg,NaN,1,Asian,Male,Asian,Male
1,0,0,CFD-BM-233-285-N.jpg,NaN,1,Black,Male,Asian,Male
1,0,0,CFD-BF-230-189-N.jpg,NaN,1,Black,Female,Asian,Male
1,0,0,CFD-AM-214-168-N.jpg,NaN,1,Asian,Male,Asian,Male
1,0,0,CFD-WF-013-003-N.jpg,NaN,1,White,Female,Asian,Male
2,0,0,CFD-AM-211-052-N.jpg,NaN,1,Asian,Male,Asian,Male
2,0,0,CFD-AF-236-145-N.jpg,NaN,1,Asian,Female,Asian,Male
2,0,0,CFD-AM-240-191-N.jpg,0.447857548977481,1,Asian,Male,Asian,Male
2,0,0,CFD-AM-240-191-N.jpg,0.456016379001085,1,Asian,Male,Asian,Male
2,0,0,CFD-BM-222-173-N.jpg,NaN,1,Black,Male,Asian,Male
2,0,0,CFD-WF-027-003-N.jpg,NaN,1,White,Female,Asian,Male
2,0,0,CFD-AM-240-191-N.jpg,0.438654559024144,1,Asian,Male,Asian,Male
2,0,0,CFD-LF-211-003-N.jpg,NaN,1,Latino,Female,Asian,Male
2,0,0,CFD-WM-245-123-N.jpg,NaN,1,White,Male,Asian,Male
2,0,0,CFD-WM-017-002-N.jpg,NaN,1,White,Male,Asian,Male
3,0,0,CFD-LF-224-176-N.jpg,NaN,1,Latino,Female,Asian,Male
3,0,0,CFD-BM-221-198-N.jpg,0.54486342301243,1,Black,Male,Asian,Male
3,0,0,CFD-WM-016-001-N.jpg,NaN,1,White,Male,Asian,Male
3,0,0,CFD-BM-221-198-N.jpg,0.511895318020834,1,Black,Male,Asian,Male
3,0,0,CFD-AM-208-143-N.jpg,NaN,1,Asian,Male,Asian,Male
3,0,0,CFD-WF-208-068-N.jpg,NaN,1,White,Female,Asian,Male
3,0,0,CFD-AM-205-153-N.jpg,NaN,1,Asian,Male,Asian,Male
3,0,0,CFD-BM-221-198-N.jpg,0.531866561999777,1,Black,Male,Asian,Male
3,0,0,CFD-BF-204-189-N.jpg,NaN,1,Black,Female,Asian,Male
3,0,0,CFD-AM-223-138-N.jpg,NaN,1,Asian,Male,Asian,Male
4,0,0,CFD-AM-224-126-N.jpg,0.44976037699962,1,Asian,Male,Asian,Male
4,0,0,CFD-AF-226-251-N.jpg,NaN,1,Asian,Female,Asian,Male
4,0,0,CFD-AM-224-126-N.jpg,0.410079255001619,1,Asian,Male,Asian,Male
4,0,0,CFD-BM-239-136-N.jpg,NaN,1,Black,Male,Asian,Male
4,0,0,CFD-AM-224-126-N.jpg,0.385132609982975,1,Asian,Male,Asian,Male
4,0,0,CFD-BM-214-075-N.jpg,NaN,1,Black,Male,Asian,Male
4,0,0,CFD-WM-025-002-N.jpg,NaN,1,White,Male,Asian,Male
4,0,0,CFD-BM-238-242-N.jpg,NaN,1,Black,Male,Asian,Male
4,0,0,CFD-WM-010-001-N.jpg,NaN,1,White,Male,Asian,Male
4,0,0,CFD-AM-244-222-N.jpg,NaN,1,Asian,Male,Asian,Male
5,0,0,CFD-WM-031-003-N.jpg,0.435116717009805,1,White,Male,Asian,Male
5,0,0,CFD-WM-204-031-N.jpg,NaN,1,White,Male,Asian,Male
5,0,0,CFD-WM-031-003-N.jpg,0.43540148800821,1,White,Male,Asian,Male
5,0,0,CFD-AF-212-097-N.jpg,NaN,1,Asian,Female,Asian,Male
5,0,0,CFD-BF-236-177-N.jpg,NaN,1,Black,Female,Asian,Male
5,0,0,CFD-WF-023-003-N.jpg,NaN,1,White,Female,Asian,Male
5,0,0,CFD-AM-241-287-N.jpg,NaN,1,Asian,Male,Asian,Male
5,0,0,CFD-LF-225-164-N.jpg,NaN,1,Latino,Female,Asian,Male
5,0,0,CFD-AF-230-193-N.jpg,NaN,1,Asian,Female,Asian,Male
5,0,0,CFD-WM-031-003-N.jpg,0.554624209005851,1,White,Male,Asian,Male
6,0,0,CFD-LF-243-175-N.jpg,NaN,1,Latino,Female,Asian,Male
6,0,0,CFD-LM-225-130-N.jpg,0.468503792973934,1,Latino,Male,Asian,Male
6,0,0,CFD-AM-223-138-N.jpg,NaN,1,Asian,Male,Asian,Male
6,0,0,CFD-BF-242-154-N.jpg,NaN,1,Black,Female,Asian,Male
6,0,0,CFD-LM-225-130-N.jpg,0.499660155997844,1,Latino,Male,Asian,Male
6,0,0,CFD-WF-009-001-N.jpg,NaN,1,White,Female,Asian,Male
6,0,0,CFD-AF-237-223-N.jpg,NaN,1,Asian,Female,Asian,Male
6,0,0,CFD-LM-225-130-N.jpg,0.438260002993047,1,Latino,Male,Asian,Male
6,0,0,CFD-WF-005-010-N.jpg,NaN,1,White,Female,Asian,Male
6,0,0,CFD-WM-019-003-N.jpg,NaN,1,White,Male,Asian,Male
7,0,0,CFD-LF-227-054-N.jpg,NaN,1,Latino,Female,Asian,Male
7,0,0,CFD-LF-215-157-N.jpg,NaN,1,Latino,Female,Asian,Male
7,0,0,CFD-WF-025-019-N.jpg,0.492263077991083,1,White,Female,Asian,Male
7,0,0,CFD-LF-240-199-N.jpg,NaN,1,Latino,Female,Asian,Male
7,0,0,CFD-WF-025-019-N.jpg,0.500791248981841,1,White,Female,Asian,Male
7,0,0,CFD-WM-025-002-N.jpg,NaN,1,White,Male,Asian,Male
7,0,0,CFD-LF-211-003-N.jpg,NaN,1,Latino,Female,Asian,Male
7,0,0,CFD-WF-025-019-N.jpg,0.437296766991494,1,White,Female,Asian,Male
7,0,0,CFD-BF-236-177-N.jpg,NaN,1,Black,Female,Asian,Male
7,0,0,CFD-WF-212-050-N.jpg,NaN,1,White,Female,Asian,Male
8,0,0,CFD-AF-248-148-N.jpg,NaN,1,Asian,Female,Asian,Male
8,0,0,CFD-BM-221-198-N.jpg,NaN,1,Black,Male,Asian,Male
8,0,0,CFD-BF-221-223-N.jpg,0.477541769010713,1,Black,Female,Asian,Male
8,0,0,CFD-AM-223-138-N.jpg,NaN,1,Asian,Male,Asian,Male
8,0,0,CFD-BF-221-223-N.jpg,0.379843912000069,1,Black,Female,Asian,Male
8,0,0,CFD-BF-221-223-N.jpg,0.459956153004896,1,Black,Female,Asian,Male
8,0,0,CFD-WM-021-001-N.jpg,NaN,1,White,Male,Asian,Male
8,0,0,CFD-BM-219-141-N.jpg,NaN,1,Black,Male,Asian,Male
8,0,0,CFD-WM-011-002-N.jpg,NaN,1,White,Male,Asian,Male
8,0,0,CFD-WM-231-112-N.jpg,NaN,1,White,Male,Asian,Male
9,0,0,CFD-LM-235-231-N.jpg,NaN,1,Latino,Male,Asian,Male
9,0,0,CFD-AF-239-171-N.jpg,NaN,1,Asian,Female,Asian,Male
9,0,0,CFD-BF-203-184-N.jpg,NaN,1,Black,Female,Asian,Male
9,0,0,CFD-BM-217-082-N.jpg,0.465602503973059,1,Black,Male,Asian,Male
9,0,0,CFD-BM-217-082-N.jpg,0.433245849999366,1,Black,Male,Asian,Male
9,0,0,CFD-WM-018-002-N.jpg,NaN,1,White,Male,Asian,Male
9,0,0,CFD-AF-218-157-N.jpg,NaN,1,Asian,Female,Asian,Male
9,0,0,CFD-LF-202-065-N.jpg,NaN,1,Latino,Female,Asian,Male
9,0,0,CFD-BM-217-082-N.jpg,0.465490812988719,1,Black,Male,Asian,Male
9,0,0,CFD-WF-018-017-N.jpg,NaN,1,White,Female,Asian,Male
10,0,0,CFD-LM-222-239-N.jpg,0.44846057399991,1,Latino,Male,Asian,Male
10,0,0,CFD-WM-012-001-N.jpg,NaN,1,White,Male,Asian,Male
10,0,0,CFD-AF-221-147-N.jpg,NaN,1,Asian,Female,Asian,Male
10,0,0,CFD-BM-205-001-N.jpg,NaN,1,Black,Male,Asian,Male
10,0,0,CFD-BF-242-154-N.jpg,NaN,1,Black,Female,Asian,Male
10,0,0,CFD-LM-222-239-N.jpg,0.66920421901159,1,Latino,Male,Asian,Male
10,0,0,CFD-WF-014-002-N.jpg,NaN,1,White,Female,Asian,Male
10,0,0,CFD-WM-242-011-N.jpg,NaN,1,White,Male,Asian,Male
