Trial,nBack,Degradation,Image,RT,Accuracy,Race,Gender,SubRace,SubGender
1,1,0,CFD-WF-003-003-N.jpg,NaN,1,White,Female,Multiracial,Male
1,1,0,CFD-WF-001-003-N.jpg,NaN,1,White,Female,Multiracial,Male
1,1,0,CFD-WF-001-003-N.jpg,0.395277947987779,1,White,Female,Multiracial,Male
1,1,0,CFD-BM-046-006-N.jpg,NaN,1,Black,Male,Multiracial,Male
1,1,0,CFD-LF-222-147-N.jpg,NaN,1,Latino,Female,Multiracial,Male
1,1,0,CFD-AF-236-145-N.jpg,NaN,1,Asian,Female,Multiracial,Male
1,1,0,CFD-AF-228-173-N.jpg,NaN,1,Asian,Female,Multiracial,Male
1,1,0,CFD-AF-228-173-N.jpg,0.411218187000486,1,Asian,Female,Multiracial,Male
1,1,0,CFD-LF-207-198-N.jpg,NaN,1,Latino,Female,Multiracial,Male
1,1,0,CFD-LF-207-198-N.jpg,0.375440863994299,1,Latino,Female,Multiracial,Male
2,1,0,CFD-LF-224-176-N.jpg,NaN,1,Latino,Female,Multiracial,Male
2,1,0,CFD-BM-234-172-N.jpg,NaN,1,Black,Male,Multiracial,Male
2,1,0,CFD-BM-234-172-N.jpg,0.521369752997998,1,Black,Male,Multiracial,Male
2,1,0,CFD-AF-211-066-N.jpg,NaN,1,Asian,Female,Multiracial,Male
2,1,0,CFD-BF-231-202-N.jpg,NaN,1,Black,Female,Multiracial,Male
2,1,0,CFD-BF-231-202-N.jpg,0.448994471997139,1,Black,Female,Multiracial,Male
2,1,0,CFD-BF-231-202-N.jpg,0.744759690001956,1,Black,Female,Multiracial,Male
2,1,0,CFD-AM-214-168-N.jpg,NaN,1,Asian,Male,Multiracial,Male
2,1,0,CFD-WF-014-002-N.jpg,NaN,1,White,Female,Multiracial,Male
2,1,0,CFD-BF-220-161-N.jpg,NaN,1,Black,Female,Multiracial,Male
3,1,0,CFD-BF-204-189-N.jpg,NaN,1,Black,Female,Multiracial,Male
3,1,0,CFD-LM-212-143-N.jpg,NaN,1,Latino,Male,Multiracial,Male
3,1,0,CFD-LM-212-143-N.jpg,NaN,0,Latino,Male,Multiracial,Male
3,1,0,CFD-LM-224-162-N.jpg,NaN,1,Latino,Male,Multiracial,Male
3,1,0,CFD-LM-246-087-N.jpg,NaN,1,Latino,Male,Multiracial,Male
3,1,0,CFD-BM-226-276-N.jpg,NaN,1,Black,Male,Multiracial,Male
3,1,0,CFD-AF-238-185-N.jpg,NaN,1,Asian,Female,Multiracial,Male
3,1,0,CFD-AM-239-147-N.jpg,NaN,1,Asian,Male,Multiracial,Male
3,1,0,CFD-AM-239-147-N.jpg,0.601227374005248,1,Asian,Male,Multiracial,Male
3,1,0,CFD-AM-239-147-N.jpg,0.490322393001406,1,Asian,Male,Multiracial,Male
4,1,0,CFD-LF-213-079-N.jpg,NaN,1,Latino,Female,Multiracial,Male
4,1,0,CFD-WM-255-219-N.jpg,NaN,1,White,Male,Multiracial,Male
4,1,0,CFD-AF-236-145-N.jpg,NaN,1,Asian,Female,Multiracial,Male
4,1,0,CFD-BM-224-073-N.jpg,NaN,1,Black,Male,Multiracial,Male
4,1,0,CFD-AF-246-242-N.jpg,NaN,1,Asian,Female,Multiracial,Male
4,1,0,CFD-WM-034-030-N.jpg,NaN,1,White,Male,Multiracial,Male
4,1,0,CFD-WM-034-030-N.jpg,0.399453053003526,1,White,Male,Multiracial,Male
4,1,0,CFD-WM-034-030-N.jpg,0.606978367999545,1,White,Male,Multiracial,Male
4,1,0,CFD-WM-034-030-N.jpg,0.431025209996733,1,White,Male,Multiracial,Male
4,1,0,CFD-AF-201-060-N.jpg,NaN,1,Asian,Female,Multiracial,Male
